session_id,auction_tier,date,hour,continuous_game_number,mode,schema_version,duration_seconds,termination_reason,round_count_observed,parse_quality_status,parse_limitation_count,protocol_status,protocol_parser_version,protocol_event_count,protocol_valid_event_count,protocol_unknown_event_count,protocol_schema_mismatch_count,protocol_settlement_valid,settlement_total,settlement_confidence,treasure_count,detected_value_sum,value_sum_difference,value_sum_matches,catalog_assignment_found,catalog_assignment_mode,catalog_independent_of_settlement_total,geometry_source,geometry_settlement_independent,final_occupied_cells,identity_review_item_count,clue_quality_conflict_count,treasure_blue_count,treasure_purple_count,treasure_gold_count,treasure_other_quality_count,treasure_1x1_count,treasure_1x2_count,treasure_2x1_count,treasure_2x2_count,treasure_other_size_count,treasure_value_min,treasure_value_median,treasure_value_mean,treasure_value_max,postgame_review_status,postgame_value_gate_status,postgame_value_gate_matches,final_treasure_review_status
session_15948a28d18a7153,S,2026-07-31,20,151,adb-observer,1,86.734,final-capture-complete,1,complete,3,complete,auction-protocol-v2,18,17,1,0,true,6872178,0.988304,45,6872178,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,159,0,0,10,14,13,8,7,5,7,2,24,1420,85093,152715.066667,1587435,reviewed,matched,true,auto_confirmed
session_f06079f634ab48b6,S,2026-07-31,20,152,adb-observer,1,48.89,final-capture-complete,1,complete,3,complete,auction-protocol-v2,20,17,3,0,true,1243398,0.9982,13,1243398,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,49,0,0,2,6,4,1,3,0,0,1,9,6271,79737,95646.0,281034,reviewed,matched,true,auto_confirmed
session_b96531b59159cf08,S,2026-07-31,21,1,adb-observer,1,183.296,final-capture-complete,5,complete,3,complete,auction-protocol-v2,77,77,0,0,true,1177449,0.996115,10,1177449,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,28,0,0,1,4,4,1,2,1,1,1,5,8454,108882.0,117744.9,281034,reviewed,matched,true,auto_confirmed
session_f04cff35dbac5447,S,2026-07-31,22,2,adb-observer,1,239.984,final-capture-complete,3,complete,3,complete,auction-protocol-v2,59,58,1,0,true,6923365,0.982405,46,6923365,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,155,0,0,9,14,14,9,8,8,4,9,17,1420,61123.0,150507.934783,1635681,reviewed,matched,true,auto_confirmed
session_b908a513808ce203,S,2026-07-31,22,3,adb-observer,1,50.453,final-capture-complete,1,complete,3,complete,auction-protocol-v2,18,18,0,0,true,4242584,0.99424,19,4242584,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,68,0,0,2,7,8,2,1,3,3,4,8,9053,92730,223293.894737,2539483,reviewed,matched,true,auto_confirmed
session_ad3ebc30fcd26615,S,2026-07-31,22,4,adb-observer,1,172.406,final-capture-complete,5,complete_with_identity_review,3,complete,auction-protocol-v2,78,78,0,0,true,2267367,0.979139,16,2267367,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,67,1,0,5,6,3,2,0,2,1,4,9,10078,68589.5,141710.4375,1080961,reviewed,matched,true,auto_confirmed
session_3a5d4cd4d3815864,S,2026-07-31,22,5,adb-observer,1,99.984,final-capture-complete,2,complete,3,complete,auction-protocol-v2,33,33,0,0,true,4781470,0.992416,19,4781470,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,70,0,0,2,8,7,2,2,2,3,4,8,3797,96008,251656.315789,3061687,reviewed,matched,true,auto_confirmed
session_059db9940a8f1e5f,S,2026-07-31,22,6,adb-observer,1,168.281,final-capture-complete,3,needs_review,3,complete,auction-protocol-v2,45,44,1,0,true,6313312,0.987287,60,9284994,2971682,false,true,classifier,true,yolo26n_background_catalog_scored,true,221,1,0,14,20,20,6,5,9,5,11,30,2446,73106.0,154749.9,2999999,final_total_conflict,mismatched,false,conflict
session_5ffa552f29e99049,S,2026-07-31,22,7,adb-observer,1,122.078,final-capture-complete,3,complete,3,complete,auction-protocol-v2,47,47,0,0,true,3005372,0.981625,18,3005372,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,64,0,0,6,5,4,3,3,2,2,2,9,3747,70011.0,166965.111111,1083805,reviewed,matched,true,auto_confirmed
session_29b675806132f436,S,2026-07-31,22,8,adb-observer,1,47.36,final-capture-complete,1,needs_review,3,complete,auction-protocol-v2,18,18,0,0,true,2077431,0.998797,15,2084710,7279,false,true,classifier,true,yolo26n_background_catalog_scored,true,44,1,0,3,5,4,3,2,3,3,3,4,7279,106949,138980.666667,776546,final_total_conflict,mismatched,false,conflict
session_d791b1dcb378f78f,S,2026-07-31,22,9,adb-observer,1,58.078,final-capture-complete,1,complete,3,complete,auction-protocol-v2,18,17,1,0,true,2322815,0.998984,31,2322815,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,81,0,0,4,6,13,8,9,2,9,2,9,1420,70278,74929.516129,225664,reviewed,matched,true,auto_confirmed
session_c1333de5343d5122,S,2026-07-31,22,10,adb-observer,1,200.484,final-capture-complete,5,complete,3,complete,auction-protocol-v2,78,78,0,0,true,5043497,0.987289,25,5043497,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,103,0,0,1,12,8,4,2,2,2,3,16,2360,106949,201739.88,1680426,reviewed,matched,true,auto_confirmed
session_5ce4ebf6190d2d9d,S,2026-07-31,22,11,adb-observer,1,141.734,final-capture-complete,3,needs_review,3,complete,auction-protocol-v2,47,47,0,0,true,3420402,0.997803,30,3420402,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,104,0,1,6,10,11,3,7,1,3,5,14,8454,97443.0,114013.4,499425,reviewed,matched,true,auto_confirmed
session_665c6a2c150c8c82,S,2026-07-31,22,12,adb-observer,1,219.5,final-capture-complete,5,needs_review,3,complete,auction-protocol-v2,78,78,0,0,true,6974859,0.976982,52,6893113,-81746,false,true,classifier,true,yolo26n_background_catalog_scored,true,161,1,5,7,14,22,9,11,8,6,5,22,1814,109576.0,132559.865385,776546,final_total_conflict,mismatched,false,conflict
session_474138a06df583f9,S,2026-07-31,22,13,adb-observer,1,45.25,final-capture-complete,1,complete,3,complete,auction-protocol-v2,17,17,0,0,true,2809646,0.993537,11,2809646,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,39,0,0,1,3,4,3,2,1,1,3,4,3797,115115,255422.363636,1878833,reviewed,matched,true,auto_confirmed
session_768a6db4d75220f6,S,2026-07-31,22,14,adb-observer,1,100.735,final-capture-complete,2,needs_review,3,complete,auction-protocol-v2,39,30,9,0,true,6692026,0.978193,41,6692026,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,144,0,1,7,12,14,8,6,6,3,6,20,2360,70278,163220.146341,1587435,reviewed,matched,true,auto_confirmed
session_b87934a89e1d026b,S,2026-07-31,22,15,adb-observer,1,206.203,final-capture-complete,5,complete,3,complete,auction-protocol-v2,78,78,0,0,true,6987351,0.986999,39,6987351,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,116,0,0,8,9,11,11,11,1,6,7,14,2360,47954,179162.846154,2999999,reviewed,matched,true,auto_confirmed
session_dbe81b80f53b1a3d,S,2026-07-31,22,16,adb-observer,1,84.703,final-capture-complete,2,complete_with_identity_review,3,complete,auction-protocol-v2,31,30,1,0,true,2650998,0.992283,20,2650998,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,81,1,0,5,5,6,4,2,2,3,0,13,2360,58235.5,132549.9,713390,reviewed,matched,true,auto_confirmed
session_0325e8f94a8ba3a9,S,2026-07-31,22,17,adb-observer,1,77.0,final-capture-complete,2,complete,3,complete,auction-protocol-v2,33,33,0,0,true,824110,0.997108,10,824110,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,38,0,0,2,4,3,1,1,2,1,1,5,6271,68852.0,82411.0,168340,reviewed,matched,true,auto_confirmed
session_f4abb615c3181484,S,2026-07-31,22,18,adb-observer,1,242.75,final-capture-complete,5,needs_review,3,complete,auction-protocol-v2,78,78,0,0,true,6207432,0.986338,46,6207432,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,149,0,6,6,15,20,5,6,6,6,8,20,2360,96008.0,134944.173913,1680426,reviewed,matched,true,auto_confirmed
session_b2d20784337ebd44,S,2026-07-31,22,19,adb-observer,1,66.172,final-capture-complete,1,complete,3,complete,auction-protocol-v2,18,17,1,0,true,3614483,0.989555,41,3614483,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,139,0,0,7,14,13,7,7,7,5,6,16,2446,73106,88158.121951,385956,reviewed,matched,true,auto_confirmed
session_b9def14acaf994ee,S,2026-07-31,22,20,adb-observer,1,54.422,final-capture-complete,1,complete,3,complete,auction-protocol-v2,18,18,0,0,true,2677490,0.994513,22,2677490,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,83,0,0,2,7,9,4,3,2,2,3,12,2360,93012.0,121704.090909,540336,reviewed,matched,true,auto_confirmed
session_1714ba4cd9232ae0,S,2026-07-31,22,21,adb-observer,1,221.437,final-capture-complete,5,needs_review,3,complete,auction-protocol-v2,78,78,0,0,true,4914094,0.990225,29,4832348,-81746,false,true,classifier,true,yolo26n_background_catalog_scored,true,105,1,0,7,8,9,5,3,5,4,3,14,1420,60018,166632.689655,1486670,final_total_conflict,mismatched,false,conflict
session_31d22ffb32818fbc,S,2026-07-31,22,22,adb-observer,1,141.968,final-capture-complete,3,complete,3,complete,auction-protocol-v2,49,47,2,0,true,6801799,0.990877,40,6801799,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,137,0,0,5,12,16,7,8,5,3,8,16,2446,94915.5,170044.975,2999999,reviewed,matched,true,auto_confirmed
session_beb289c5d5230462,S,2026-07-31,22,23,adb-observer,1,60.969,final-capture-complete,1,complete,3,complete,auction-protocol-v2,17,17,0,0,true,2610149,0.998552,29,2610149,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,111,0,0,7,10,9,3,2,4,2,4,17,2360,60614,90005.137931,302326,reviewed,matched,true,auto_confirmed
session_45490952338ac237,S,2026-07-31,22,24,adb-observer,1,127.344,final-capture-complete,3,complete_with_identity_review,3,complete,auction-protocol-v2,48,48,0,0,true,4738620,0.970702,22,4738620,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,66,1,0,4,6,7,5,7,1,3,3,8,1814,99839.5,215391.818182,2557820,reviewed,matched,true,auto_confirmed
session_772831650519d49a,S,2026-07-31,23,25,adb-observer,1,152.907,final-capture-complete,4,complete,3,complete,auction-protocol-v2,65,63,2,0,true,2943492,0.996988,18,2943492,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,64,0,0,4,7,4,3,1,2,3,5,7,2360,70620.5,163527.333333,1733281,reviewed,matched,true,auto_confirmed
session_7ef9d6d1481127aa,S,2026-07-31,23,26,adb-observer,1,288.641,final-capture-complete,4,complete,3,complete,auction-protocol-v2,59,58,1,0,true,3297764,0.983296,37,3297764,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,119,0,0,7,9,12,9,5,5,4,6,17,1420,51756,89128.756757,630423,reviewed,matched,true,auto_confirmed
session_8bc167ae3a39fca3,S,2026-07-31,23,27,adb-observer,1,112.687,final-capture-complete,3,complete,3,complete,auction-protocol-v2,44,43,1,0,true,1731784,0.989628,20,1731784,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,64,0,0,4,7,7,2,2,4,2,2,10,3747,63726.5,86589.2,302326,reviewed,matched,true,auto_confirmed
session_8556c9314b96c301,S,2026-07-31,23,28,adb-observer,1,211.703,final-capture-complete,4,complete,3,complete,auction-protocol-v2,62,62,0,0,true,5670826,0.988788,33,5670826,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,108,0,0,5,8,13,7,4,9,2,4,14,3797,109576,171843.212121,1956574,reviewed,matched,true,auto_confirmed
session_7a345552f4a5ff44,S,2026-07-31,23,29,adb-observer,1,165.875,final-capture-complete,4,complete,3,complete,auction-protocol-v2,63,63,0,0,true,3221584,0.988996,27,3221584,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,91,0,0,2,11,9,5,3,3,1,5,15,2360,92730,119317.925926,659511,reviewed,matched,true,auto_confirmed
session_aa2c04580f59f7c9,S,2026-07-31,23,30,adb-observer,1,52.234,final-capture-complete,1,complete,3,complete,auction-protocol-v2,18,17,1,0,true,2404569,0.984508,20,2404569,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,65,0,0,3,6,7,4,4,3,2,3,8,3844,102508.0,120228.45,438654,reviewed,matched,true,auto_confirmed
session_ccbe74e6243bbbde,S,2026-07-31,23,31,adb-observer,1,182.062,final-capture-complete,4,complete_with_identity_review,3,complete,auction-protocol-v2,63,63,0,0,true,4472917,0.993532,43,4472917,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,139,1,0,10,17,9,7,8,4,5,11,15,3747,71497,104021.325581,799999,reviewed,matched,true,auto_confirmed
session_c0379c53b66720ad,S,2026-07-31,23,32,adb-observer,1,138.25,final-capture-complete,3,complete,3,complete,auction-protocol-v2,47,47,0,0,true,2504617,0.953024,30,2504617,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,118,0,0,6,13,6,5,5,1,3,3,18,3797,64279.0,83487.233333,224110,reviewed,matched,true,auto_confirmed
session_41264a468b17a959,S,2026-07-31,23,33,adb-observer,1,120.375,final-capture-complete,3,complete,3,complete,auction-protocol-v2,48,47,1,0,true,1668684,0.989473,12,1668684,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,39,0,0,2,3,4,3,5,0,0,1,6,1814,81645.0,139057.0,452757,reviewed,matched,true,auto_confirmed
session_ddc82d950e26c334,S,2026-07-31,23,34,adb-observer,1,174.344,final-capture-complete,3,needs_review,3,complete,auction-protocol-v2,48,47,1,0,true,2606390,0.992171,28,2613669,7279,false,true,classifier,true,yolo26n_background_catalog_scored,true,98,1,0,10,7,7,4,4,3,0,4,17,2446,60570.5,93345.321429,499425,final_total_conflict,mismatched,false,conflict
session_01c076463859f6da,S,2026-07-31,23,35,adb-observer,1,111.688,final-capture-complete,3,complete,3,complete,auction-protocol-v2,52,48,4,0,true,539853,0.9917,10,539853,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,38,0,0,1,4,3,2,1,1,0,2,6,2360,57359.0,53985.3,110503,reviewed,matched,true,auto_confirmed
session_983fb2e65c3bae1d,S,2026-07-31,23,36,adb-observer,1,99.0,final-capture-complete,2,complete,3,complete,auction-protocol-v2,33,33,0,0,true,5580178,0.9765,31,5580178,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,114,0,0,5,8,12,6,4,3,3,2,19,2360,109576,180005.741935,1956574,reviewed,matched,true,auto_confirmed
session_31781f34532ca5ae,S,2026-07-31,23,1,adb-observer,1,114.36,final-capture-complete,3,complete,3,complete,auction-protocol-v2,45,45,0,0,true,3778636,0.973437,25,3778636,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,73,0,0,4,8,9,4,6,3,4,5,7,6685,98067,151145.44,992601,reviewed,matched,true,auto_confirmed
session_0f050f5a6ab87200,S,2026-07-31,23,2,adb-observer,1,54.031,final-capture-complete,1,needs_review,3,complete,auction-protocol-v2,18,18,0,0,true,1278043,0.995019,11,1285322,7279,false,true,classifier,true,yolo26n_background_catalog_scored,true,36,1,0,1,3,5,2,1,2,0,4,4,7279,119697,116847.454545,281034,final_total_conflict,mismatched,false,conflict
session_cb6909840e07d677,S,2026-07-31,23,3,adb-observer,1,49.469,final-capture-complete,1,complete,3,complete,auction-protocol-v2,18,18,0,0,true,1037615,0.993544,10,1037615,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,29,0,0,1,4,4,1,1,3,0,1,5,6271,82415.0,103761.5,302326,reviewed,matched,true,auto_confirmed
session_10788164a5afe01a,S,2026-07-31,23,4,adb-observer,1,64.593,final-capture-complete,1,needs_review,3,complete,auction-protocol-v2,19,18,1,0,true,5968075,0.990538,28,5996207,28132,false,true,classifier,true,yolo26n_background_catalog_scored,true,97,0,0,4,11,8,5,5,2,2,6,13,1420,76421.5,214150.25,1878833,final_total_conflict,mismatched,false,conflict
session_bfe8e447edb9630d,S,2026-07-31,23,5,adb-observer,1,126.094,final-capture-complete,1,complete,3,complete,auction-protocol-v2,19,16,3,0,true,5871292,0.984233,44,5871292,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,132,0,0,11,13,14,6,11,2,7,4,20,1814,70278.0,133438.454545,1733281,reviewed,matched,true,auto_confirmed
session_81019d6f250b0ab9,S,2026-07-31,23,6,adb-observer,1,262.563,final-capture-complete,5,needs_review,3,complete,auction-protocol-v2,71,69,2,0,true,4253564,0.98871,56,4260843,7279,false,true,classifier,true,yolo26n_background_catalog_scored,true,199,1,2,18,15,15,8,9,5,4,10,28,3797,52496.0,76086.482143,385956,final_total_conflict,mismatched,false,conflict
session_8507a49152b72419,S,2026-07-31,23,7,adb-observer,1,166.688,final-capture-complete,4,complete_with_identity_review,3,complete,auction-protocol-v2,62,62,0,0,true,4905061,0.993166,23,4905061,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,79,1,0,4,6,6,7,4,4,3,1,11,3747,92730,213263.521739,1486670,reviewed,matched,true,auto_confirmed
session_9ff3d07ba1debbf7,S,2026-07-31,23,8,adb-observer,1,188.953,final-capture-complete,4,complete,3,complete,auction-protocol-v2,63,62,1,0,true,2833945,0.995431,14,2833945,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,39,0,0,1,5,6,2,4,3,1,0,6,9053,85586.5,202424.642857,1486670,reviewed,matched,true,auto_confirmed
session_0d05825edb88ea92,S,2026-07-31,23,9,adb-observer,1,135.859,final-capture-complete,4,complete,3,complete,auction-protocol-v2,63,63,0,0,true,969314,0.998738,11,969314,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,38,0,0,1,5,4,1,3,2,0,1,5,3797,85093,88119.454545,240927,reviewed,matched,true,auto_confirmed
session_56e430fcf5040dd4,S,2026-08-01,0,10,adb-observer,1,209.625,final-capture-complete,5,needs_review,3,complete,auction-protocol-v2,78,78,0,0,true,5039325,0.973954,51,8775382,3736057,false,true,classifier,true,yolo26n_background_catalog_scored,true,192,2,2,10,18,15,8,10,5,3,7,26,1420,69744,172066.313725,2999999,final_total_conflict,mismatched,false,conflict
session_18bed55f0310fccf,S,2026-08-01,0,11,adb-observer,1,271.313,final-capture-complete,4,needs_review,3,complete,auction-protocol-v2,59,58,1,0,true,10871897,0.997335,60,11353415,481518,false,true,classifier,true,yolo26n_background_catalog_scored,true,236,4,1,9,24,13,14,8,2,6,11,33,2360,76421.5,189223.583333,1635681,final_total_conflict,mismatched,false,conflict
session_fc2fb046f8edb5d6,S,2026-08-01,0,12,adb-observer,1,78.89,final-capture-complete,2,complete,3,complete,auction-protocol-v2,31,30,1,0,true,1284575,0.968671,17,1284575,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,52,0,0,2,6,5,4,3,2,4,1,7,2446,60614,75563.235294,247007,reviewed,matched,true,auto_confirmed
session_53f0f4e2c22784c3,S,2026-08-01,0,13,adb-observer,1,213.797,final-capture-complete,5,complete,3,complete,auction-protocol-v2,92,78,14,0,true,6801486,0.986938,40,6801486,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,120,0,0,4,18,9,9,11,3,5,3,18,3747,99177.5,170037.15,1587435,reviewed,matched,true,auto_confirmed
session_bfa91ab126d07f21,S,2026-08-01,0,14,adb-observer,1,177.172,final-capture-complete,4,complete,3,complete,auction-protocol-v2,63,62,1,0,true,4290909,0.984585,38,4290909,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,134,0,0,7,14,11,6,4,7,3,5,19,1420,73106.0,112918.657895,706471,reviewed,matched,true,auto_confirmed
session_37f5b0e7cfed25ad,S,2026-08-01,0,15,adb-observer,1,155.344,final-capture-complete,3,complete,3,complete,auction-protocol-v2,51,47,4,0,true,5099957,0.990336,60,5099957,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,193,0,0,11,26,14,9,13,6,7,7,27,1814,67435.0,84999.283333,438654,reviewed,matched,true,auto_confirmed
session_d984c7045b2b922d,S,2026-08-01,0,16,adb-observer,1,158.531,final-capture-complete,4,complete,3,complete,auction-protocol-v2,62,62,0,0,true,2707139,0.992669,32,2707139,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,85,0,0,8,8,9,7,9,6,3,4,10,1420,51756.0,84598.09375,364855,reviewed,matched,true,auto_confirmed
session_a77eb01e12931dec,S,2026-08-01,0,17,adb-observer,1,205.875,final-capture-complete,5,needs_review,3,complete,auction-protocol-v2,73,70,3,0,true,5419719,0.988417,34,5903006,483287,false,true,classifier,true,yolo26n_background_catalog_scored,true,122,2,0,8,11,10,5,3,2,6,7,16,2360,96008.0,173617.823529,2557820,final_total_conflict,mismatched,false,conflict
session_f341d31418054e0d,S,2026-08-01,0,18,adb-observer,1,145.594,final-capture-complete,3,complete,3,complete,auction-protocol-v2,47,47,0,0,true,4936981,0.988932,38,4936981,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,123,0,0,9,15,11,3,10,5,2,3,18,3747,72301.5,129920.552632,1587435,reviewed,matched,true,auto_confirmed
session_305f1d98d92ca1c2,S,2026-08-01,0,19,adb-observer,1,174.375,final-capture-complete,4,complete,3,complete,auction-protocol-v2,63,63,0,0,true,6836478,0.987882,28,6836478,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,109,0,0,7,5,9,7,4,2,2,4,16,5567,108262.5,244159.928571,1680426,reviewed,matched,true,auto_confirmed
session_b67040880a9a5109,S,2026-08-01,0,20,adb-observer,1,210.797,final-capture-complete,5,complete,3,complete,auction-protocol-v2,78,78,0,0,true,6058436,0.94713,44,6058436,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,143,0,0,7,13,12,12,9,7,5,5,18,1420,70278.0,137691.727273,1587435,reviewed,matched,true,auto_confirmed
session_ac9ba4b361813686,S,2026-08-01,0,21,adb-observer,1,184.953,final-capture-complete,5,complete,3,complete,auction-protocol-v2,78,77,1,0,true,3564850,0.98102,29,3564850,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,95,0,0,7,10,9,3,8,1,3,7,10,1814,85093,122925.862069,1083805,reviewed,matched,true,auto_confirmed
session_5f87c51df15b9565,S,2026-08-01,0,22,adb-observer,1,135.531,final-capture-complete,3,needs_review,3,complete,auction-protocol-v2,48,48,0,0,true,6430487,0.99165,48,6430487,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,146,0,1,8,18,15,7,14,5,5,4,20,1814,70011.0,133968.479167,1561430,reviewed,matched,true,auto_confirmed
session_f392432e27cd1016,S,2026-08-01,0,23,adb-observer,1,175.531,final-capture-complete,4,complete_with_identity_review,3,complete,auction-protocol-v2,64,63,1,0,true,5657101,0.992492,24,5657101,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,92,1,0,6,6,8,4,2,3,1,7,11,3844,93012.0,235712.541667,3061687,reviewed,matched,true,auto_confirmed
session_4aa531772e41acac,S,2026-08-01,0,24,adb-observer,1,76.953,final-capture-complete,1,complete,3,complete,auction-protocol-v2,18,18,0,0,true,6732667,0.971282,37,6732667,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,110,0,0,10,13,10,4,12,7,1,7,10,8661,67435,181963.972973,2999999,reviewed,matched,true,auto_confirmed
session_b81e494255e117e8,S,2026-08-01,0,25,adb-observer,1,193.5,final-capture-complete,4,needs_review,3,complete,auction-protocol-v2,64,58,6,0,true,4783720,0.966192,60,4783720,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,181,0,2,14,15,20,11,15,8,9,6,22,1420,40930.5,79728.666667,302326,reviewed,matched,true,auto_confirmed
session_e64ef2c55f2a167e,S,2026-08-01,0,26,adb-observer,1,65.75,final-capture-complete,1,complete,3,complete,auction-protocol-v2,18,17,1,0,true,5786677,0.980288,44,5786677,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,158,0,0,9,19,12,4,4,4,5,7,24,2446,70887.5,131515.386364,1956574,reviewed,matched,true,auto_confirmed
session_f4c7c23466dc8f28,S,2026-08-01,0,27,adb-observer,1,88.406,final-capture-complete,2,complete,3,complete,auction-protocol-v2,33,33,0,0,true,4894712,0.9869,27,4894712,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,90,0,0,5,12,7,3,4,4,1,4,14,1420,70278,181285.62963,2685114,reviewed,matched,true,auto_confirmed
session_d875e8a1f52c0f92,S,2026-08-01,0,28,adb-observer,1,123.375,final-capture-complete,1,complete,3,complete,auction-protocol-v2,18,17,1,0,true,5912629,0.996699,60,5912629,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,195,0,0,9,28,15,8,14,8,4,4,30,1420,71497.0,98543.816667,776546,reviewed,matched,true,auto_confirmed
session_adf6a8541b869bc4,S,2026-08-01,1,29,adb-observer,1,135.219,final-capture-complete,3,complete,3,complete,auction-protocol-v2,48,48,0,0,true,4600943,0.99186,31,4600943,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,112,0,0,8,11,6,6,5,2,2,9,13,2446,69744,148417.516129,992601,reviewed,matched,true,auto_confirmed
session_2d3343691f5bcdc3,S,2026-08-01,1,30,adb-observer,1,183.016,final-capture-complete,4,needs_review,3,complete,auction-protocol-v2,64,63,1,0,true,6867361,0.980233,49,7350648,483287,false,true,classifier,true,yolo26n_background_catalog_scored,true,164,1,1,7,22,13,7,9,6,8,4,22,3747,79737,150013.22449,1878833,final_total_conflict,mismatched,false,conflict
session_9759dc0fa25d220a,S,2026-08-01,1,31,adb-observer,1,134.406,final-capture-complete,4,complete,3,complete,auction-protocol-v2,62,62,0,0,true,1898551,0.996828,10,1898551,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,35,0,0,1,4,3,2,0,2,2,0,6,6685,87872.5,189855.1,878245,reviewed,matched,true,auto_confirmed
session_ce86004399f48e8f,S,2026-08-01,1,32,adb-observer,1,184.172,final-capture-complete,4,needs_review,3,complete,auction-protocol-v2,64,63,1,0,true,6590380,0.968532,60,7071898,481518,false,true,classifier,true,yolo26n_background_catalog_scored,true,197,1,1,9,23,18,10,10,6,7,11,26,2446,86233.5,117864.966667,1083805,final_total_conflict,mismatched,false,conflict
session_ae627af6ca81e91f,S,2026-08-01,1,33,adb-observer,1,81.75,final-capture-complete,2,complete,3,complete,auction-protocol-v2,31,30,1,0,true,3713333,0.977039,18,3713333,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,58,0,0,3,5,7,3,3,3,3,1,8,3797,87872.5,206296.277778,1878833,reviewed,matched,true,auto_confirmed
session_68f5b6e1da7bed49,S,2026-08-01,1,34,adb-observer,1,72.579,final-capture-complete,2,complete,3,complete,auction-protocol-v2,34,33,1,0,true,3622431,0.996299,10,3622431,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,32,0,0,1,4,3,2,3,0,1,3,3,3797,60750.0,362243.1,2999999,reviewed,matched,true,auto_confirmed
session_5af40b795802463d,S,2026-08-01,1,35,adb-observer,1,108.5,final-capture-complete,2,complete,3,complete,auction-protocol-v2,34,33,1,0,true,5309902,0.989121,60,5309902,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,182,0,0,15,19,14,12,12,5,7,11,25,1814,49855.0,88498.366667,1083805,reviewed,matched,true,auto_confirmed
session_5f7f9dbedb95aa81,S,2026-08-01,1,36,adb-observer,1,60.016,final-capture-complete,1,complete,3,complete,auction-protocol-v2,20,18,2,0,true,2966414,0.992149,11,2966414,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,33,0,0,1,3,5,2,1,1,2,2,5,5567,115115,269674.0,1680426,reviewed,matched,true,auto_confirmed
session_ffdaaaa53b26ab58,S,2026-08-01,1,37,adb-observer,1,191.516,final-capture-complete,4,complete,3,complete,auction-protocol-v2,63,63,0,0,true,5131037,0.999431,44,5131037,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,138,0,0,7,13,15,9,8,7,9,5,15,1420,72301.5,116614.477273,1635681,reviewed,matched,true,auto_confirmed
